vale3_sa_open,vale3_sa_high,vale3_sa_low,vale3_sa_close,vale3_sa_volume,vale3_sa_adjusted,data,itub4_sa_open,itub4_sa_high,itub4_sa_low,itub4_sa_close,itub4_sa_volume,itub4_sa_adjusted,bbdc4_sa_open,bbdc4_sa_high,bbdc4_sa_low,bbdc4_sa_close,bbdc4_sa_volume,bbdc4_sa_adjusted,b3sa3_sa_open,b3sa3_sa_high,b3sa3_sa_low,b3sa3_sa_close,b3sa3_sa_volume,b3sa3_sa_adjusted,petr4_sa_open,petr4_sa_high,petr4_sa_low,petr4_sa_close,petr4_sa_volume,petr4_sa_adjusted,abev3_sa_open,abev3_sa_high,abev3_sa_low,abev3_sa_close,abev3_sa_volume,abev3_sa_adjusted,bbas3_sa_open,bbas3_sa_high,bbas3_sa_low,bbas3_sa_close,bbas3_sa_volume,bbas3_sa_adjusted,petr3_sa_open,petr3_sa_high,petr3_sa_low,petr3_sa_close,petr3_sa_volume,petr3_sa_adjusted,itsa4_sa_open,itsa4_sa_high,itsa4_sa_low,itsa4_sa_close,itsa4_sa_volume,itsa4_sa_adjusted,lren3_sa_open,lren3_sa_high,lren3_sa_low,lren3_sa_close,lren3_sa_volume,lren3_sa_adjusted,jbss3_sa_open,jbss3_sa_high,jbss3_sa_low,jbss3_sa_close,jbss3_sa_volume,jbss3_sa_adjusted,mglu3_sa_open,mglu3_sa_high,mglu3_sa_low,mglu3_sa_close,mglu3_sa_volume,mglu3_sa_adjusted,wege3_sa_open,wege3_sa_high,wege3_sa_low,wege3_sa_close,wege3_sa_volume,wege3_sa_adjusted,bbdc3_sa_open,bbdc3_sa_high,bbdc3_sa_low,bbdc3_sa_close,bbdc3_sa_volume,bbdc3_sa_adjusted,suzb3_sa_open,suzb3_sa_high,suzb3_sa_low,suzb3_sa_close,suzb3_sa_volume,suzb3_sa_adjusted,radl3_sa_open,radl3_sa_high,radl3_sa_low,radl3_sa_close,radl3_sa_volume,radl3_sa_adjusted,vivt4_sa_open,vivt4_sa_high,vivt4_sa_low,vivt4_sa_close,vivt4_sa_volume,vivt4_sa_adjusted,gndi3_sa_open,gndi3_sa_high,gndi3_sa_low,gndi3_sa_close,gndi3_sa_volume,gndi3_sa_adjusted,eqtl3_sa_open,eqtl3_sa_high,eqtl3_sa_low,eqtl3_sa_close,eqtl3_sa_volume,eqtl3_sa_adjusted,rent3_sa_open,rent3_sa_high,rent3_sa_low,rent3_sa_close,rent3_sa_volume,rent3_sa_adjusted,rail3_sa_open,rail3_sa_high,rail3_sa_low,rail3_sa_close,rail3_sa_volume,rail3_sa_adjusted,bbse3_sa_open,bbse3_sa_high,bbse3_sa_low,bbse3_sa_close,bbse3_sa_volume,bbse3_sa_adjusted,ugpa3_sa_open,ugpa3_sa_high,ugpa3_sa_low,ugpa3_sa_close,ugpa3_sa_volume,ugpa3_sa_adjusted,sbsp3_sa_open,sbsp3_sa_high,sbsp3_sa_low,sbsp3_sa_close,sbsp3_sa_volume,sbsp3_sa_adjusted,ccro3_sa_open,ccro3_sa_high,ccro3_sa_low,ccro3_sa_close,ccro3_sa_volume,ccro3_sa_adjusted,brdt3_sa_open,brdt3_sa_high,brdt3_sa_low,brdt3_sa_close,brdt3_sa_volume,brdt3_sa_adjusted,lame4_sa_open,lame4_sa_high,lame4_sa_low,lame4_sa_close,lame4_sa_volume,lame4_sa_adjusted,hype3_sa_open,hype3_sa_high,hype3_sa_low,hype3_sa_close,hype3_sa_volume,hype3_sa_adjusted,brfs3_sa_open,brfs3_sa_high,brfs3_sa_low,brfs3_sa_close,brfs3_sa_volume,brfs3_sa_adjusted,ggbr4_sa_open,ggbr4_sa_high,ggbr4_sa_low,ggbr4_sa_close,ggbr4_sa_volume,ggbr4_sa_adjusted,egie3_sa_open,egie3_sa_high,egie3_sa_low,egie3_sa_close,egie3_sa_volume,egie3_sa_adjusted,engi11_sa_open,engi11_sa_high,engi11_sa_low,engi11_sa_close,engi11_sa_volume,engi11_sa_adjusted,timp3_sa_open,timp3_sa_high,timp3_sa_low,timp3_sa_close,timp3_sa_volume,timp3_sa_adjusted,cogn3_sa_open,cogn3_sa_high,cogn3_sa_low,cogn3_sa_close,cogn3_sa_volume,cogn3_sa_adjusted,ntco3_sa_open,ntco3_sa_high,ntco3_sa_low,ntco3_sa_close,ntco3_sa_volume,ntco3_sa_adjusted,enev3_sa_open,enev3_sa_high,enev3_sa_low,enev3_sa_close,enev3_sa_volume,enev3_sa_adjusted,vvar3_sa_open,vvar3_sa_high,vvar3_sa_low,vvar3_sa_close,vvar3_sa_volume,vvar3_sa_adjusted,sanb11_sa_open,sanb11_sa_high,sanb11_sa_low,sanb11_sa_close,sanb11_sa_volume,sanb11_sa_adjusted,sula11_sa_open,sula11_sa_high,sula11_sa_low,sula11_sa_close,sula11_sa_volume,sula11_sa_adjusted,btow3_sa_open,btow3_sa_high,btow3_sa_low,btow3_sa_close,btow3_sa_volume,btow3_sa_adjusted,yduq3_sa_open,yduq3_sa_high,yduq3_sa_low,yduq3_sa_close,yduq3_sa_volume,yduq3_sa_adjusted,klbn11_sa_open,klbn11_sa_high,klbn11_sa_low,klbn11_sa_close,klbn11_sa_volume,klbn11_sa_adjusted,pcar3_sa_open,pcar3_sa_high,pcar3_sa_low,pcar3_sa_close,pcar3_sa_volume,pcar3_sa_adjusted,cmig4_sa_open,cmig4_sa_high,cmig4_sa_low,cmig4_sa_close,cmig4_sa_volume,cmig4_sa_adjusted,brml3_sa_open,brml3_sa_high,brml3_sa_low,brml3_sa_close,brml3_sa_volume,brml3_sa_adjusted,hapv3_sa_open,hapv3_sa_high,hapv3_sa_low,hapv3_sa_close,hapv3_sa_volume,hapv3_sa_adjusted,irbr3_sa_open,irbr3_sa_high,irbr3_sa_low,irbr3_sa_close,irbr3_sa_volume,irbr3_sa_adjusted,elet3_sa_open,elet3_sa_high,elet3_sa_low,elet3_sa_close,elet3_sa_volume,elet3_sa_adjusted,embr3_sa_open,embr3_sa_high,embr3_sa_low,embr3_sa_close,embr3_sa_volume,embr3_sa_adjusted,csan3_sa_open,csan3_sa_high,csan3_sa_low,csan3_sa_close,csan3_sa_volume,csan3_sa_adjusted,bpac11_sa_open,bpac11_sa_high,bpac11_sa_low,bpac11_sa_close,bpac11_sa_volume,bpac11_sa_adjusted,trpl4_sa_open,trpl4_sa_high,trpl4_sa_low,trpl4_sa_close,trpl4_sa_volume,trpl4_sa_adjusted,azul4_sa_open,azul4_sa_high,azul4_sa_low,azul4_sa_close,azul4_sa_volume,azul4_sa_adjusted,cple6_sa_open,cple6_sa_high,cple6_sa_low,cple6_sa_close,cple6_sa_volume,cple6_sa_adjusted,tots3_sa_open,tots3_sa_high,tots3_sa_low,tots3_sa_close,tots3_sa_volume,tots3_sa_adjusted,crfb3_sa_open,crfb3_sa_high,crfb3_sa_low,crfb3_sa_close,crfb3_sa_volume,crfb3_sa_adjusted,qual3_sa_open,qual3_sa_high,qual3_sa_low,qual3_sa_close,qual3_sa_volume,qual3_sa_adjusted,flry3_sa_open,flry3_sa_high,flry3_sa_low,flry3_sa_close,flry3_sa_volume,flry3_sa_adjusted,brap4_sa_open,brap4_sa_high,brap4_sa_low,brap4_sa_close,brap4_sa_volume,brap4_sa_adjusted,elet6_sa_open,elet6_sa_high,elet6_sa_low,elet6_sa_close,elet6_sa_volume,elet6_sa_adjusted,mult3_sa_open,mult3_sa_high,mult3_sa_low,mult3_sa_close,mult3_sa_volume,mult3_sa_adjusted,ciel3_sa_open,ciel3_sa_high,ciel3_sa_low,ciel3_sa_close,ciel3_sa_volume,ciel3_sa_adjusted,taee11_sa_open,taee11_sa_high,taee11_sa_low,taee11_sa_close,taee11_sa_volume,taee11_sa_adjusted,sapr11_sa_open,sapr11_sa_high,sapr11_sa_low,sapr11_sa_close,sapr11_sa_volume,sapr11_sa_adjusted,cyre3_sa_open,cyre3_sa_high,cyre3_sa_low,cyre3_sa_close,cyre3_sa_volume,cyre3_sa_adjusted,cesp6_sa_open,cesp6_sa_high,cesp6_sa_low,cesp6_sa_close,cesp6_sa_volume,cesp6_sa_adjusted,enbr3_sa_open,enbr3_sa_high,enbr3_sa_low,enbr3_sa_close,enbr3_sa_volume,enbr3_sa_adjusted,brkm5_sa_open,brkm5_sa_high,brkm5_sa_low,brkm5_sa_close,brkm5_sa_volume,brkm5_sa_adjusted,cpfe3_sa_open,cpfe3_sa_high,cpfe3_sa_low,cpfe3_sa_close,cpfe3_sa_volume,cpfe3_sa_adjusted,csna3_sa_open,csna3_sa_high,csna3_sa_low,csna3_sa_close,csna3_sa_volume,csna3_sa_adjusted,pssa3_sa_open,pssa3_sa_high,pssa3_sa_low,pssa3_sa_close,pssa3_sa_volume,pssa3_sa_adjusted,neoe3_sa_open,neoe3_sa_high,neoe3_sa_low,neoe3_sa_close,neoe3_sa_volume,neoe3_sa_adjusted,ligt3_sa_open,ligt3_sa_high,ligt3_sa_low,ligt3_sa_close,ligt3_sa_volume,ligt3_sa_adjusted,lcam3_sa_open,lcam3_sa_high,lcam3_sa_low,lcam3_sa_close,lcam3_sa_volume,lcam3_sa_adjusted,mrve3_sa_open,mrve3_sa_high,mrve3_sa_low,mrve3_sa_close,mrve3_sa_volume,mrve3_sa_adjusted,bidi11_sa_open,bidi11_sa_high,bidi11_sa_low,bidi11_sa_close,bidi11_sa_volume,bidi11_sa_adjusted,mrfg3_sa_open,mrfg3_sa_high,mrfg3_sa_low,mrfg3_sa_close,mrfg3_sa_volume,mrfg3_sa_adjusted,linx3_sa_open,linx3_sa_high,linx3_sa_low,linx3_sa_close,linx3_sa_volume,linx3_sa_adjusted,goau4_sa_open,goau4_sa_high,goau4_sa_low,goau4_sa_close,goau4_sa_volume,goau4_sa_adjusted,odpv3_sa_open,odpv3_sa_high,odpv3_sa_low,odpv3_sa_close,odpv3_sa_volume,odpv3_sa_adjusted,eztc3_sa_open,eztc3_sa_high,eztc3_sa_low,eztc3_sa_close,eztc3_sa_volume,eztc3_sa_adjusted,dtex3_sa_open,dtex3_sa_high,dtex3_sa_low,dtex3_sa_close,dtex3_sa_volume,dtex3_sa_adjusted,usim5_sa_open,usim5_sa_high,usim5_sa_low,usim5_sa_close,usim5_sa_volume,usim5_sa_adjusted,igta3_sa_open,igta3_sa_high,igta3_sa_low,igta3_sa_close,igta3_sa_volume,igta3_sa_adjusted,brsr6_sa_open,brsr6_sa_high,brsr6_sa_low,brsr6_sa_close,brsr6_sa_volume,brsr6_sa_adjusted,mdia3_sa_open,mdia3_sa_high,mdia3_sa_low,mdia3_sa_close,mdia3_sa_volume,mdia3_sa_adjusted,csmg3_sa_open,csmg3_sa_high,csmg3_sa_low,csmg3_sa_close,csmg3_sa_volume,csmg3_sa_adjusted,cmig3_sa_open,cmig3_sa_high,cmig3_sa_low,cmig3_sa_close,cmig3_sa_volume,cmig3_sa_adjusted,prio3_sa_open,prio3_sa_high,prio3_sa_low,prio3_sa_close,prio3_sa_volume,prio3_sa_adjusted,ecor3_sa_open,ecor3_sa_high,ecor3_sa_low,ecor3_sa_close,ecor3_sa_volume,ecor3_sa_adjusted,cvcb3_sa_open,cvcb3_sa_high,cvcb3_sa_low,cvcb3_sa_close,cvcb3_sa_volume,cvcb3_sa_adjusted,hgtx3_sa_open,hgtx3_sa_high,hgtx3_sa_low,hgtx3_sa_close,hgtx3_sa_volume,hgtx3_sa_adjusted,beef3_sa_open,beef3_sa_high,beef3_sa_low,beef3_sa_close,beef3_sa_volume,beef3_sa_adjusted,bpan4_sa_open,bpan4_sa_high,bpan4_sa_low,bpan4_sa_close,bpan4_sa_volume,bpan4_sa_adjusted,movi3_sa_open,movi3_sa_high,movi3_sa_low,movi3_sa_close,movi3_sa_volume,movi3_sa_adjusted,mypk3_sa_open,mypk3_sa_high,mypk3_sa_low,mypk3_sa_close,mypk3_sa_volume,mypk3_sa_adjusted,slce3_sa_open,slce3_sa_high,slce3_sa_low,slce3_sa_close,slce3_sa_volume,slce3_sa_adjusted,goll4_sa_open,goll4_sa_high,goll4_sa_low,goll4_sa_close,goll4_sa_volume,goll4_sa_adjusted,smls3_sa_open,smls3_sa_high,smls3_sa_low,smls3_sa_close,smls3_sa_volume,smls3_sa_adjusted,rapt4_sa_open,rapt4_sa_high,rapt4_sa_low,rapt4_sa_close,rapt4_sa_volume,rapt4_sa_adjusted
25.280001,25.49,25.049999,25.059999,1118500,22.465153,2017-01-02,22.299999,22.493299,22.206699,22.3533,3105150,19.677744,19.813999,19.8347,19.628099,19.8347,3905880,16.752508,16.26,16.35,16.15,16.280001,2806500,15.029125,14.64,14.7,14.6,14.66,7525700,13.601126,16.34,16.66,16.26,16.309999,4265400,14.968172,27.9,27.959999,27.440001,27.540001,1968200,24.073111,16.700001,16.790001,16.52,16.530001,1781200,16.097761,7.40554,7.4507,7.36942,7.41457,4589559,6.133592,18.9256,19.1653,18.8512,19.124001,671066,18.265232,11.35,11.46,11.18,11.3,1541000,11.202226,1.64109,1.64781,1.58922,1.58922,4006400,0.995089,11.8462,11.8538,11.4692,11.6154,1066520,11.004492,19.848499,20.1653,19.724501,19.848499,800632,18.069263,20.01,20.01,20.01,20.01,0,19.289434,60.619999,61.080002,59.810001,60.630001,309900,59.0886,43.599998,44.139999,42.990002,44.080002,591600,35.069767,NA,NA,NA,NA,NA,NA,10.88,11.096,10.764,10.95,2003500,9.37791,10.2494,10.6122,10.2011,10.5639,1828055,9.899888,6.14,6.17,6.06,6.11,2054000,6.11,27.85,28.610001,27.809999,27.82,1035100,21.385057,33.715,34.139999,33.34,33.950001,767600,29.141203,28.450001,28.66,27.27,28.370001,536100,25.893309,15.96,15.97,15.48,15.79,1892700,13.794324,NA,NA,NA,NA,NA,NA,16.7925,16.7925,16.5035,16.573299,1256186,16.170567,26.049999,26.17,25.799999,26.17,1061500,23.315191,48.029999,48.150002,47.639999,47.900002,600200,47.900002,10.7,10.97,10.54,10.84,3194600,10.308939,28.016001,28.032,27.528,27.879999,490250,19.877953,18.9326,18.9326,18.244699,18.474001,111637,18.474001,7.74,7.83,7.66,7.73,624300,7.189078,13.2,13.3,13.08,13.3,2251300,12.361406,NA,NA,NA,NA,NA,NA,11.88,11.88,11.88,11.88,500,11.88,3.75,3.8,3.64,3.8,36000,3.781286,29.530001,29.950001,29.24,29.5,525900,24.393469,15.4135,15.6469,15.1283,15.1283,210533,13.929174,9.84618,9.96202,9.71104,9.84618,203146,9.84618,15.8,15.8,15.41,15.45,763000,15.45,17.540001,17.67,17.07,17.1,841000,15.020789,47.009998,47.009998,47.009998,47.009998,0,45.800148,7.45447,7.56111,7.33815,7.48356,1822106,6.522616,10.2957,10.5043,10.1913,10.5043,2157400,9.644077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.491501,22.7913,22.201599,22.491501,602628,21.907043,15.9,16,15.84,16,563200,15.616085,37.619999,37.860001,36.970001,37.150002,520200,34.453403,NA,NA,NA,NA,NA,NA,16.205,16.27,16.075001,16.1325,371600,5.328004,NA,NA,NA,NA,NA,NA,27.379999,27.49,27.059999,27.200001,102700,22.264277,23.9545,24.024401,23.156,23.5453,174731,22.864969,NA,NA,NA,NA,NA,NA,19.129999,19.18,18.719999,18.82,512100,16.157909,17.85,17.85,17.200001,17.35,571000,15.075905,14.7,14.7,14.41,14.5,352500,12.023532,25.780001,26.24,25.559999,26.129999,242400,23.094812,19.6033,19.733299,19.469999,19.733299,517200,17.664217,23.2083,23.2833,22.641701,22.7083,2231160,18.427422,20.709999,21.4,20.6,21.4,572300,16.163433,NA,NA,NA,NA,NA,NA,10.15,10.46,10.08,10.28,1133200,8.796199,13.4,13.46,13.2,13.35,432900,12.543394,13.37,13.46,13.12,13.4,301100,11.47787,34.040001,34.099998,33.330002,34,486500,28.696129,25.23,25.299999,25.139999,25.26,411000,24.3629,10.7,10.94,10.61,10.86,1127100,9.030849,26.889999,27,26.66,26.91,53900,22.320761,NA,NA,NA,NA,NA,NA,17.1,17.559999,16.99,17.559999,587800,17.256519,1.95333,1.99667,1.95333,1.99667,675600,1.655042,9.84557,10.1638,9.84557,10.0456,1082497,8.349779,NA,NA,NA,NA,NA,NA,6.52,6.59,6.4,6.4,615100,6.4,17.309999,17.66,17.08,17.540001,158400,16.923958,4.77,4.85,4.68,4.74,6472500,4.484223,12.62,12.79,12.39,12.39,424400,11.401801,12.8784,13.1754,12.6391,13.0764,177088,10.197242,6.7,6.73,6.57,6.66,971100,6.063107,4.1,4.15,4.05,4.08,4123200,3.994252,26.43,26.67,26.25,26.620001,194000,25.197296,10.31,10.72,10.21,10.67,281400,8.816806,38.389999,38.389999,37.259998,37.259998,107700,36.240746,36.099998,36.900002,35.73,36.799999,270200,32.661911,7.63951,7.90328,7.6102,7.90328,44630,7.359328,2.17,2.339,2.16,2.33,273000,2.33,8.24,8.25,7.97,8.14,1202400,7.245918,23.65,23.65,23.01,23.02,236900,22.329973,9.48333,9.48333,9.48333,9.48333,0,7.745922,11.947,12.0454,11.3866,11.7012,627075,11.379594,1.3,1.3,1.28,1.29,4800,1.211463,NA,NA,NA,NA,NA,NA,11.497,11.5953,11.3496,11.4086,152241,10.309889,7.235,7.39,7.235,7.33,203000,4.651825,4.55,4.6,4.46,4.51,999500,4.51,44.439999,45.040001,44,44.389999,95000,34.4058,3.43,3.52,3.43,3.5,1488600,3.290916
25.51,26.17,25.4,26.17,5658500,23.46022,2017-01-03,22.559999,23.313299,22.52,23.299999,25215000,20.511124,19.9725,20.716299,19.903601,20.6612,19614051,17.467291,16.35,17.040001,16.35,16.950001,14568200,15.647643,14.95,15.65,14.95,15.5,39947800,14.380454,16.5,16.67,16.440001,16.639999,9535500,15.271022,27.76,28.799999,27.76,28.799999,7578900,25.174488,16.790001,17.809999,16.77,17.58,10110500,17.120302,7.4507,7.7397,7.4507,7.7397,18882423,6.402551,19.256201,19.8347,18.9587,19.710699,2952521,18.82559,11.4,11.69,11.38,11.45,8974600,11.350927,1.60141,1.62937,1.5625,1.58438,3206400,0.992059,11.7231,12.2615,11.6846,12.2,2524080,11.558344,20.0758,20.6887,20.034401,20.640499,1873225,18.80661,20.01,20.01,20.01,20.01,0,19.289434,60.740002,63.27,60.740002,62.950001,1015900,61.349632,44.189999,45.439999,44.09,44.529999,1482000,35.427784,NA,NA,NA,NA,NA,NA,11.072,11.072,10.88,10.928,6175500,9.3590699999999991,10.6606,11.0204,10.5669,11.0083,3878043,10.316357,6.13,6.32,6.13,6.18,15058700,6.18,28.299999,28.950001,28.08,28.809999,3355900,22.146067,33.924999,34.59,33.924999,34.5,2509200,29.6133,28.67,28.85,28.389999,28.700001,1317900,26.1945,15.86,16.49,15.86,16.389999,6089300,14.318491,NA,NA,NA,NA,NA,NA,16.692801,17.071501,16.672899,16.8423,8045353,16.433031,26.18,27.08,26.030001,26.9,6353500,23.965559,48.009998,49.5,48.009998,49.5,1725000,49.5,11.06,11.27,10.92,11.15,12321000,10.603752,28.040001,29.063999,27.896,28.959999,1567250,20.647976,18.444099,19.351299,18.3743,18.9426,888484,18.9426,7.73,8.16,7.73,8.07,2690200,7.505286,13.33,13.96,13.25,13.96,7067800,12.974829,NA,NA,NA,NA,NA,NA,11.88,12,11.88,11.89,25700,11.89,3.8,3.97,3.7,3.72,31800,3.70168,29.9,30.549999,29.77,30.549999,1437900,25.261711,15.2925,15.8631,15.2925,15.8631,450563,14.605729,9.85583,10.2323,9.82687,10.0972,802745,10.0972,15.62,16.309999,15.46,16.309999,1614600,16.309999,17.110001,17.57,17.110001,17.530001,2080700,15.398507,46,46,46,46,300,44.816139,7.56111,7.74529,7.52233,7.64835,6113438,6.666246,10.5217,11.1043,10.5217,11.0783,8626495,10.171072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.551399,22.851299,21.891701,22.331499,1846901,21.7512,16,16.360001,16,16.360001,2032500,15.967447,37.400002,39.279999,37.400002,38.880001,878800,36.057831,NA,NA,NA,NA,NA,NA,16.252501,16.26,15.9625,16.075001,1533200,5.309016,NA,NA,NA,NA,NA,NA,27.540001,29.27,27.389999,29.23,1121700,23.925911,23.8048,24.8029,23.695,24.753,728581,24.037771,NA,NA,NA,NA,NA,NA,18.959999,19.85,18.860001,19.639999,2708200,16.861919,17.299999,17.495001,17.139999,17.26,1388400,14.9977,14.78,15.11,14.72,15.11,1174200,12.529349,26.07,26.48,25.65,26,447500,22.979914,19.93,20.4667,19.75,20.3967,1821600,18.258059,22.950001,23.6583,22.9,23.3417,4989840,18.941414,21.43,21.49,21.059999,21.440001,1292700,16.193647,NA,NA,NA,NA,NA,NA,10.29,11.22,10.29,11.15,3294900,9.540624,13.47,13.7,13.35,13.68,1706900,12.853456,13.45,13.57,13.34,13.45,1660200,11.520699,34.290001,35.98,34.07,35.939999,1377000,30.333492,25.299999,25.32,25.16,25.32,2060000,24.420767,11.07,11.42,10.91,11.42,6602900,9.496529,27.040001,27.870001,26.780001,27.440001,310200,22.760374,NA,NA,NA,NA,NA,NA,17.559999,18.41,17.559999,18.129999,1960300,17.816668,1.99667,2.04333,1.97,2.03333,281400,1.68543,10.1638,10.3819,10.1365,10.2728,5101519,8.538627,NA,NA,NA,NA,NA,NA,6.45,6.67,6.4,6.46,1583200,6.46,17.58,17.700001,17.26,17.26,286000,16.653793,4.84,4.99,4.82,4.9,19217700,4.635589,12.44,12.8,12.19,12.45,795200,11.457016,13.1589,13.9427,13.1506,13.8602,865323,10.808466,6.71,7.3,6.67,7.3,3347100,6.645748,4.15,4.29,4.15,4.29,16889700,4.199838,26.620001,27.209999,26.559999,27.129999,897700,25.680037,10.68,11.25,10.68,11.25,622700,9.296069,37.6567,39.380001,37.583302,38.823299,682200,37.761284,36.77,37.02,35.830002,36.200001,521200,32.129383,7.94235,8.10843,7.93258,8.02051,37464,7.468491,2.36,2.649,2.36,2.639,656000,2.639,8.21,8.59,8.21,8.51,2578300,7.575277,23.1,23.790001,23.049999,23.709999,750100,22.99929,9.48333,9.48333,9.48333,9.48333,0,7.745922,11.6914,12.0355,11.593,11.9864,852643,11.656956,1.3,1.3,1.24,1.24,106500,1.164508,NA,NA,NA,NA,NA,NA,11.497,11.8704,11.497,11.7918,375310,10.656185,7.385,7.46,7.28,7.38,337200,4.683557,4.6,4.88,4.56,4.88,2989100,4.88,44.990002,48.18,44.279999,46.970001,487500,36.405506,3.54,3.8,3.53,3.8,3862500,3.572995
26.059999,26.23,25.360001,25.700001,2144400,23.038883,2017-01-04,23.200001,23.4867,23.139999,23.4,13619250,20.599161,20.4821,20.73,20.427,20.5303,11877650,17.356623,16.9,17.27,16.75,17.27,9410800,15.943056,15.45,15.68,15.31,15.5,37071700,14.380454,16.66,16.66,16.43,16.51,9426500,15.151719,28.65,29,28.549999,28.65,4156300,25.043375,17.6,17.76,17.209999,17.370001,6254000,16.915798,7.68551,7.79388,7.66745,7.78485,9621033,6.439901,19.7934,19.991699,19.330601,19.537201,2649900,18.659878,11.45,11.6,11.36,11.45,7219100,11.350927,1.57812,1.58516,1.48594,1.5,6867200,0.939224,12.2154,12.2538,11.8308,11.9077,2633930,11.281419,20.4408,20.73,20.4408,20.6336,1120218,18.800333,20.01,20.01,20.01,20.01,0,19.289434,62.830002,62.93,61.59,62.060001,701000,60.482258,44.59,44.880001,43.959999,44.349998,1171700,35.28458,NA,NA,NA,NA,NA,NA,10.878,11.084,10.826,10.97,10667500,9.395041,10.8995,11.226,10.8299,11.1837,3750705,10.48073,6.17,6.25,6.15,6.18,5369900,6.18,28.950001,29.85,28.469999,29.719999,6728900,22.845579,34.264999,34.535,33.805,33.950001,2263400,29.141203,28.459999,29.74,28.459999,29.530001,1305700,26.952042,16.4,16.68,16.290001,16.5,8642800,14.41459,NA,NA,NA,NA,NA,NA,16.643,17.2908,16.643,16.812401,2387747,16.403858,27.1,27.200001,26.75,27.059999,1474100,24.108107,49.5,49.700001,48.25,48.91,1317200,48.91,11.1,11.27,10.94,11.02,9651100,10.480124,28.648001,29.104,28.344,28.591999,1007000,20.385597,18.673401,19.6903,18.673401,19.5208,962408,19.5208,8,8.23,8,8.23,3289300,7.65409,13.79,14.09,13.6,13.88,5852700,12.900474000000001,NA,NA,NA,NA,NA,NA,11.92,12,11.8,11.82,7000,11.82,3.71,3.82,3.71,3.79,2700,3.771335,30.15,30.690001,30.15,30.690001,1131200,25.37748,15.7939,16.701599,15.7939,16.450899,510253,15.146938,10.1068,10.3771,10.0682,10.3288,642797,10.3288,16.389999,16.450001,15.85,16.23,1562700,16.23,17.5,17.52,16.879999,16.879999,1805000,14.82754,46,46,46,46,0,44.816139,7.64835,7.65804,7.38662,7.43509,6901370,6.48037,10.9565,11.3913,10.9565,11.0609,5890990,10.155096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2815,22.6514,22.261499,22.5814,1351413,21.994608,16.200001,16.389999,16.07,16.17,1351000,15.782006,38.689999,38.98,38.380001,38.900002,612300,36.076382,NA,NA,NA,NA,NA,NA,16.120001,16.465,16.094999,16.4,1475200,5.416351,NA,NA,NA,NA,NA,NA,29.049999,29.49,28.74,28.940001,679100,23.688538,24.8029,25.152201,24.453501,24.6033,399657,23.892397,NA,NA,NA,NA,NA,NA,19.4,20.110001,19.4,19.809999,880500,17.007875,17.235001,17.719999,17.235001,17.645,1196400,15.33224,15.15,15.15,14.57,14.78,1700000,12.255712,25.809999,26.129999,25.629999,25.790001,918100,22.794308,20.2033,20.803301,20.2033,20.706699,1005600,18.535555,23.1917,23.35,22.9333,23.008301,3612600,18.758993,21.41,21.450001,21.07,21.25,1173400,16.050138,NA,NA,NA,NA,NA,NA,11,11.84,10.97,11.56,4718600,9.891446,13.64,13.65,13.38,13.6,1221300,12.77829,13.32,13.64,13.32,13.53,1667800,11.589223,35.77,36.75,35,35.330002,1573000,29.818659,25.219999,25.32,25.209999,25.26,1154500,24.3629,11.35,11.55,11.14,11.31,5117300,9.405055,27.4,28.02,27.209999,28.02,478600,23.241463,NA,NA,NA,NA,NA,NA,18.25,18.440001,17.75,17.93,1208900,17.620125,2.02667,2.06667,2.02667,2.05,24900,1.699248,10.1728,10.3092,10.1728,10.2728,6922988,8.538627,NA,NA,NA,NA,NA,NA,6.39,6.63,6.39,6.6,1259200,6.6,17.25,17.889999,17.030001,17.4,582600,16.788876,4.9,4.97,4.84,4.95,18649600,4.682892,12.52,12.55,12.16,12.3,790700,11.31898,13.8189,14.4707,13.7281,14.3964,1254652,11.226605,7.21,7.49,7.19,7.42,1707300,6.754993,4.28,4.55,4.22,4.55,33946200,4.454374,26.92,28.15,26.92,27.83,1619500,26.342627,11.22,11.6,11.11,11.58,499100,9.568755,38.75,39.3367,38.4133,39.3367,532500,38.260639,36.360001,36.41,35.860001,36.18,154400,32.111633,8.03028,8.07912,7.81535,7.83489,31527,7.295646,2.642,2.68,2.62,2.626,299000,2.626,8.45,8.7,8.44,8.58,2662900,7.637589,24.35,24.870001,24.049999,24.459999,847000,23.726807,9.48333,9.48333,9.48333,9.48333,0,7.745922,11.9864,12.0552,11.6422,11.7209,828032,11.398752,1.25,1.28,1.23,1.23,59900,1.155116,NA,NA,NA,NA,NA,NA,11.841,12.5288,11.841,12.4699,923113,11.268981,7.38,7.7,7.38,7.625,539000,4.839041,4.91,5.27,4.86,5.17,5379000,5.17,46.509998,47.560001,46.119999,47.07,679200,36.483009,3.8,3.96,3.77,3.82,2193400,3.5918
