data,open,high,low,close,volume,adjusted,quart,quint,seg,sext,terc
2018-03-20,41.099998,41.919998,40.93,41.599998,9322500,39.390755,0,0,0,0,1
2018-03-21,41.75,42.689999,41.43,42.5,19798000,40.242958,1,0,0,0,0
2018-03-22,41.939999,42.25,41.619999,41.93,15229500,39.703228,0,1,0,0,0
2018-03-23,41.240002,42.200001,41.009998,41.599998,14983200,39.390755,0,0,0,1,0
2018-03-26,42,42.380001,41.610001,42,9850900,39.769512,0,0,1,0,0
2018-03-27,42.389999,42.389999,40.720001,40.860001,11659800,38.690052,0,0,0,0,1
2018-03-28,40.610001,41.700001,40.060001,41.540001,19038400,39.333942,1,0,0,0,0
2018-03-29,41.869999,42.75,41.740002,42.209999,20347700,39.968361,0,1,0,0,0
2018-04-02,42.32,43.470001,42.32,43,18944000,40.716404,0,0,1,0,0
2018-04-03,43.400002,43.549999,42.439999,42.869999,13693900,40.593307,0,0,0,0,1
2018-04-04,41.799999,42.599998,41.59,42.549999,12440000,40.290302,1,0,0,0,0
2018-04-05,43.310001,43.689999,43.029999,43.25,14686600,40.953129,0,1,0,0,0
2018-04-06,42.91,43.099998,42.25,42.740002,11282700,40.470215,0,0,0,1,0
2018-04-09,43.07,43.23,42.209999,42.950001,11918100,40.66906,0,0,1,0,0
2018-04-10,43.799999,44.84,43.669998,44.84,22479700,42.458687,0,0,0,0,1
2018-04-11,44.560001,45.060001,44.220001,44.639999,17709600,42.26931,1,0,0,0,0
2018-04-12,44.419998,44.860001,44.32,44.810001,9812400,42.430283,0,1,0,0,0
2018-04-13,44.849998,45.169998,44.599998,44.98,15483300,42.591251,0,0,0,1,0
2018-04-16,44.610001,44.849998,44.310001,44.540001,11434200,42.174618,0,0,1,0,0
2018-04-17,44.599998,46,44.560001,45.93,13348000,43.490799,0,0,0,0,1
2018-04-18,47,48.080002,46.849998,47.48,27655600,44.958485,1,0,0,0,0
2018-04-19,47.779999,48.169998,47.400002,47.830002,16092700,45.289902,0,1,0,0,0
2018-04-20,47.759998,47.900002,47.330002,47.630001,10188600,45.100521,0,0,0,1,0
2018-04-23,47.220001,47.98,47.060001,47.5,11785300,44.977425,0,0,1,0,0
2018-04-24,47.700001,48.59,47.700001,48.310001,15113400,45.744408,0,0,0,0,1
2018-04-25,47.75,48.490002,47.439999,47.950001,15525500,45.403526,1,0,0,0,0
2018-04-26,47.700001,49,47.619999,48.700001,13273500,46.113697,0,1,0,0,0
2018-04-27,48.900002,49.150002,47.860001,48.349998,14624200,45.78228,0,0,0,1,0
2018-04-30,48.259998,48.830002,48.150002,48.669998,8464400,46.085289,0,0,1,0,0
2018-05-02,48.5,49.32,48.419998,48.709999,16526500,46.123165,1,0,0,0,0
2018-05-03,48.810001,49.330002,48.580002,49.09,14025900,46.482983,0,1,0,0,0
2018-05-04,48.919998,49.900002,48.919998,49.700001,14861100,47.060589,0,0,0,1,0
2018-05-07,49.720001,50.040001,49.110001,49.240002,15433900,46.625019,0,0,1,0,0
2018-05-08,49.25,49.68,48.91,49.189999,22420400,46.577671,0,0,0,0,1
2018-05-09,49.419998,50.419998,49.330002,50.25,16776100,47.581379,1,0,0,0,0
2018-05-10,50.41,51.400002,50.380001,51.400002,14314200,48.670311,0,1,0,0,0
2018-05-11,51.77,53.580002,51.75,52.630001,21432500,49.834984,0,0,0,1,0
2018-05-14,53.080002,54.400002,53,54.27,15847800,51.38789,0,0,1,0,0
2018-05-15,53.810001,54.650002,53.18,54.650002,15954500,51.747711,0,0,0,0,1
2018-05-16,55.330002,56,55.139999,55.900002,20944200,52.931328,1,0,0,0,0
2018-05-17,55.299999,55.799999,54.75,55.380001,20241200,52.438942,0,1,0,0,0
2018-05-18,54.700001,55.5,53.450001,54.77,22361100,51.86134,0,0,0,1,0
2018-05-21,55.009998,55.099998,53,53,22608800,50.185333,0,0,1,0,0
2018-05-22,52.869999,53.060001,51.869999,52.34,20491700,49.560387,0,0,0,0,1
2018-05-23,51.799999,52.240002,51.25,51.939999,15703000,49.181625,1,0,0,0,0
2018-05-24,51.32,53,51.259998,52.459999,14500200,49.674015,0,1,0,0,0
2018-05-25,52.580002,52.790001,51.049999,51.48,13141500,48.746056,0,0,0,1,0
2018-05-28,50.900002,52.459999,50.709999,51.07,13832600,48.357834,0,0,1,0,0
2018-05-29,51.970001,52.060001,49.990002,50.16,18697800,47.496159,0,0,0,0,1
2018-05-30,50.209999,51.349998,49.700001,50.630001,25861400,47.9412,1,0,0,0,0
2018-06-01,50.900002,53.080002,50.650002,52.759998,20424100,49.958076,0,0,0,1,0
2018-06-04,53.18,53.450001,51.759998,52.52,13964100,49.730827,0,0,1,0,0
2018-06-05,52.5,54,52.5,53.73,16988600,50.876564,0,0,0,0,1
2018-06-06,54.5,56.23,54.490002,56.07,26835500,53.0923,1,0,0,0,0
2018-06-07,56.459999,56.75,53.07,54.369999,32389900,51.482578,0,1,0,0,0
2018-06-08,53.990002,53.990002,50.66,50.889999,30421100,48.187389,0,0,0,1,0
2018-06-11,51.369999,52,50.59,50.849998,14362000,48.149513,0,0,1,0,0
2018-06-12,50.5,52.360001,50.16,51.700001,18403200,48.954372,0,0,0,0,1
2018-06-13,51.98,52.240002,50.73,51.549999,15599000,48.81234,1,0,0,0,0
2018-06-14,51.869999,51.889999,50.75,51.709999,18827200,48.963844,0,1,0,0,0
2018-06-15,51.400002,51.439999,48.700001,49.130001,36611400,46.520863,0,0,0,1,0
2018-06-18,48.619999,49.290001,47.860001,49.209999,20490400,46.596607,0,0,1,0,0
2018-06-19,47.700001,48.75,47.029999,48.299999,26764800,45.734936,0,0,0,0,1
2018-06-20,49.049999,49.080002,48.07,48.810001,14448400,46.217854,1,0,0,0,0
2018-06-21,48.509998,49.200001,47.040001,47.209999,13952800,44.70282,0,1,0,0,0
2018-06-22,48.150002,48.470001,47.48,48.009998,9632500,45.460339,0,0,0,1,0
2018-06-25,47.700001,47.799999,46.259998,47.16,13800400,44.655479,0,0,1,0,0
2018-06-26,47.5,48.34,46.630001,48.34,15460100,45.772816,0,0,0,0,1
2018-06-27,48.48,49.279999,47.900002,48.150002,14471100,45.592903,1,0,0,0,0
2018-06-28,47.849998,49.439999,47.5,49.07,16298400,46.464046,0,1,0,0,0
2018-06-29,49.700001,50.099998,49.049999,49.59,12248000,46.956429,0,0,0,1,0
2018-07-02,48.889999,49.189999,48.52,48.759998,8222800,46.170509,0,0,1,0,0
2018-07-03,49.299999,49.490002,47.959999,47.959999,11486600,45.412994,0,0,0,0,1
2018-07-04,48.169998,48.369999,47.599998,48.029999,6147000,45.479275,1,0,0,0,0
2018-07-05,48.549999,49.77,48.310001,49.700001,12179600,47.060589,0,1,0,0,0
2018-07-06,49.790001,50.439999,49.389999,50.34,8582200,47.666599,0,0,0,1,0
2018-07-10,50.700001,51.099998,49.349998,49.529999,10935700,46.899616,0,0,0,0,1
2018-07-11,48.5,49.099998,48.450001,48.860001,12912600,46.265198,1,0,0,0,0
2018-07-12,49.349998,50.669998,48.959999,50.450001,20765500,47.770756,0,1,0,0,0
2018-07-13,50.599998,50.889999,49.93,50.310001,15555400,47.638195,0,0,0,1,0
2018-07-16,50.310001,50.599998,49.599998,50,12550000,47.344654,0,0,1,0,0
2018-07-17,50.130001,51.02,49.700001,50.700001,11553600,48.007484,0,0,0,0,1
2018-07-18,51.150002,51.669998,50.82,51.450001,9762900,48.717651,1,0,0,0,0
2018-07-19,50.709999,50.75,49.060001,49.43,20977000,46.804928,0,1,0,0,0
2018-07-20,49.59,49.860001,48.630001,48.720001,16788900,46.132633,0,0,0,1,0
2018-07-23,49.080002,50.130001,48.529999,49.599998,8554600,46.965897,0,0,1,0,0
2018-07-24,51.919998,52.389999,51.310001,51.310001,20910300,48.585091,0,0,0,0,1
2018-07-25,51.459999,51.75,50.740002,51.75,15263700,49.001717,1,0,0,0,0
2018-07-26,52.470001,53.18,52.400002,52.779999,54299500,49.977016,0,1,0,0,0
2018-07-27,53.48,53.669998,53.25,53.450001,21543400,50.611439,0,0,0,1,0
2018-07-30,53.700001,54.349998,53.560001,54.330002,15527200,51.444706,0,0,1,0,0
2018-07-31,54.200001,54.98,54.049999,54.84,15921000,51.92762,0,0,0,0,1
2018-08-01,53.400002,53.77,53.02,53.060001,36906000,50.242149,1,0,0,0,0
2018-08-02,52.09,53.09,51.5,52.84,19796400,50.033833,0,1,0,0,0
2018-08-03,52.310001,52.939999,51.330002,52.549999,15607700,51.193466,0,0,0,1,0
2018-08-06,52.099998,52.91,52,52.400002,11904900,51.04734,0,0,1,0,0
2018-08-07,53.389999,53.650002,52.630001,52.75,19065600,51.388302,0,0,0,0,1
2018-08-08,53.299999,53.330002,52.259998,52.400002,13076000,51.04734,1,0,0,0,0
2018-08-09,52.5,53.040001,51.73,51.84,12752800,50.501793,0,1,0,0,0
2018-08-10,51.41,51.91,50.720001,51.709999,14630800,50.375149,0,0,0,1,0
2018-08-13,52.07,52.689999,51.740002,52.279999,14720600,50.930435,0,0,1,0,0
2018-08-14,52.099998,52.91,51.77,52.759998,17475600,51.398041,0,0,0,0,1
2018-08-15,51.599998,51.98,50.349998,50.41,26625700,49.108707,1,0,0,0,0
2018-08-16,50.900002,51.029999,49.630001,49.720001,20125600,48.43652,0,1,0,0,0
2018-08-17,49.529999,51.189999,49.23,50.799999,17343200,49.48864,0,0,0,1,0
2018-08-20,51.099998,51.77,51.040001,51.439999,14783600,50.112118,0,0,1,0,0
2018-08-21,51.16,52.099998,51.02,51.73,13378300,50.39463,0,0,0,0,1
2018-08-22,51.650002,53.299999,51.630001,53.299999,13073500,51.924103,1,0,0,0,0
2018-08-23,53.099998,53.52,52.650002,53.349998,12263000,51.972813,0,1,0,0,0
2018-08-24,53.599998,54.459999,53.549999,54.150002,10971100,52.752163,0,0,0,1,0
2018-08-27,54.169998,55.669998,54.169998,55.669998,11205300,54.232922,0,0,1,0,0
2018-08-28,55.93,56.41,55.07,55.650002,17875600,54.213444,0,0,0,0,1
2018-08-29,55.25,56.16,55.139999,55.220001,10292800,53.794544,1,0,0,0,0
2018-08-30,55.299999,55.889999,54.400002,54.57,14432500,53.16132,0,1,0,0,0
2018-08-31,54.52,54.799999,53.310001,53.619999,15000000,52.235844,0,0,0,1,0
2018-09-03,53.299999,54.169998,53.209999,54.049999,4356600,52.654743,0,0,1,0,0
2018-09-04,53.599998,53.790001,52,52,10521800,50.657661,0,0,0,0,1
2018-09-05,52.080002,52.639999,51.75,52.150002,7100000,50.803791,1,0,0,0,0
2018-09-06,52.790001,53.869999,52.400002,53.48,12479400,52.099457,0,1,0,0,0
2018-09-10,53.91,54.040001,52.959999,53.220001,9341300,51.846172,0,0,1,0,0
2018-09-11,52.610001,52.990002,52.130001,52.59,10347800,51.232433,0,0,0,0,1
2018-09-12,53,53.709999,52.18,53.450001,14230800,52.070232,1,0,0,0,0
2018-09-13,53.700001,54.43,53.52,53.779999,14353500,52.391712,0,1,0,0,0
2018-09-14,54.099998,55.23,54.049999,55.200001,17021500,53.775059,0,0,0,1,0
2018-09-17,55.299999,55.57,54.790001,55.040001,12096900,53.61919,0,0,1,0,0
2018-09-18,55.630001,57.470001,55.509998,57.34,20647900,55.859814,0,0,0,0,1
2018-09-19,57.610001,58.939999,57.529999,58.580002,12451900,57.067806,1,0,0,0,0
2018-09-20,59.209999,59.610001,58.43,59.32,11264600,57.788704,0,1,0,0,0
2018-09-21,59.889999,61.009998,59.599998,61.009998,23057600,59.435074,0,0,0,1,0
2018-09-24,60.849998,61.25,60.150002,60.200001,9008600,58.645988,0,0,1,0,0
2018-09-25,60,62.220001,59.860001,62.200001,16840000,60.59436,0,0,0,0,1
2018-09-26,62.200001,62.419998,59.75,60.009998,24600600,58.460888,1,0,0,0,0
2018-09-27,60.220001,60.75,58.610001,59.48,20631400,57.944572,0,1,0,0,0
2018-09-28,58.849998,60.290001,58.849998,59.82,14753000,58.275795,0,0,0,1,0
2018-10-01,59.68,60.57,59.080002,60.400002,8976500,58.840824,0,0,1,0,0
2018-10-02,60.869999,61.740002,60.48,61.200001,20530200,59.620174,0,0,0,0,1
2018-10-03,62.009998,62.189999,59.32,59.950001,26674700,58.402439,1,0,0,0,0
2018-10-04,59.990002,60.34,58.669998,58.799999,14396500,57.282127,0,1,0,0,0
2018-10-05,57.849998,58.310001,57.23,57.490002,20202600,56.005943,0,0,0,1,0
2018-10-08,57,57.57,55.259998,57.049999,26384200,55.577301,0,0,1,0,0
2018-10-09,57.400002,58.32,56.720001,57.700001,17830500,56.210522,0,0,0,0,1
2018-10-10,57.380001,58.139999,55.889999,55.889999,14135900,54.447247,1,0,0,0,0
2018-10-11,56.439999,57.16,55.619999,56.48,15976400,55.022015,0,1,0,0,0
2018-10-15,56.950001,58.450001,56.84,57.669998,16290900,56.181293,0,0,1,0,0
2018-10-16,57.939999,58.849998,57.25,57.700001,15825800,56.210522,0,0,0,0,1
2018-10-17,58.34,58.919998,57.75,58.799999,21832000,57.282127,1,0,0,0,0
2018-10-18,58.849998,58.849998,56.32,56.5,17237800,55.0415,0,1,0,0,0
2018-10-19,57.099998,57.529999,56.360001,56.529999,13429700,55.070724,0,0,0,1,0
2018-10-22,57.700001,58.419998,57.029999,58.369999,14084400,56.863224,0,0,1,0,0
2018-10-23,57.310001,57.549999,56,56.75,20763100,55.285046,0,0,0,0,1
2018-10-24,57.400002,57.59,54.43,54.43,17954800,53.024933,1,0,0,0,0
2018-10-25,55.970001,56.040001,53.799999,54.610001,29494700,53.200287,0,1,0,0,0
2018-10-26,54.900002,55.889999,53.509998,55.599998,26630300,54.16473,0,0,0,1,0
2018-10-29,54.029999,54.389999,52.599998,53.099998,26198300,51.729267,0,0,1,0,0
2018-10-30,53.599998,54.849998,52.959999,53.869999,23799200,52.479389,0,0,0,0,1
2018-10-31,54.349998,56.709999,54.27,56.709999,26626000,55.246078,1,0,0,0,0
2018-11-01,56.75,58.259998,55.52,57.5,20420000,56.015686,0,1,0,0,0
2018-11-05,57.610001,58,57.040001,57.529999,15491800,56.04491,0,0,1,0,0
2018-11-06,57,57.849998,56.560001,57.23,11211000,55.752655,0,0,0,0,1
2018-11-07,57.790001,58.150002,57.400002,57.59,12982500,56.103363,1,0,0,0,0
2018-11-08,57.779999,58.77,57.02,57.02,16743700,55.548077,0,1,0,0,0
2018-11-09,56.5,57,54.130001,54.650002,29209700,53.239258,0,0,0,1,0
2018-11-12,55.099998,55.450001,54.400002,54.849998,15985200,53.43409,0,0,1,0,0
2018-11-13,54.900002,56.27,54.349998,56.27,18790200,54.817436,0,0,0,0,1
2018-11-14,55.209999,55.669998,54.25,55.16,28360900,53.736092,1,0,0,0,0
2018-11-16,55.849998,56.349998,55.150002,56.150002,19633700,54.700535,0,0,0,1,0
2018-11-19,56.150002,56.279999,54.810001,55.369999,12979700,53.940666,0,0,1,0,0
2018-11-21,54.150002,54.549999,53.709999,54.529999,18590600,53.122353,1,0,0,0,0
2018-11-22,54.689999,54.720001,53.75,54.040001,9255400,52.645004,0,1,0,0,0
2018-11-23,53.389999,53.389999,50.349998,50.349998,33531500,49.050255,0,0,0,1,0
2018-11-26,49.950001,51.09,49,50.119999,30327300,48.826191,0,0,1,0,0
2018-11-27,49.689999,50.490002,49.099998,49.919998,25582700,48.631355,0,0,0,0,1
2018-11-28,50.5,52.32,50.220001,52.299999,29038300,50.949917,1,0,0,0,0
2018-11-29,51.919998,52.73,51.130001,52,23362000,50.657661,0,1,0,0,0
2018-11-30,51.560001,53.689999,51.560001,52.799999,29502000,51.437012,0,0,0,1,0
2018-12-03,55.599998,55.68,53.740002,54.110001,32418200,52.713196,0,0,1,0,0
2018-12-04,54.349998,54.52,52.5,52.880001,26844200,51.514946,0,0,0,0,1
2018-12-05,53.299999,53.48,52.43,52.799999,9656100,51.437012,1,0,0,0,0
2018-12-06,51.700001,52.599998,51.07,52.299999,21376400,50.949917,0,1,0,0,0
2018-12-07,52.48,53.259998,51.09,51.290001,19472100,49.965992,0,0,0,1,0
2018-12-10,51.119999,51.639999,50.189999,50.200001,14331300,48.904129,0,0,1,0,0
2018-12-11,51.150002,51.740002,50.25,50.599998,19443900,49.2938,0,0,0,0,1
2018-12-12,51.150002,51.400002,50.349998,50.369999,15808900,49.06974,1,0,0,0,0
2018-12-13,50.849998,51.279999,50.25,50.599998,15149000,49.2938,0,1,0,0,0
2018-12-14,50.380001,51.189999,49.849998,50.880001,16910700,49.566574,0,0,0,1,0
2018-12-17,51.900002,52.27,51.029999,51.25,21401300,49.927025,0,0,1,0,0
2018-12-18,51.349998,52.189999,51.349998,51.439999,18988400,50.112118,0,0,0,0,1
2018-12-19,51.799999,52.400002,50.009998,50.009998,24414200,48.719032,1,0,0,0,0
2018-12-20,50.740002,51.169998,49.450001,49.810001,25323700,48.524197,0,1,0,0,0
2018-12-21,50.279999,51.25,50.220001,50.860001,28272600,49.547092,0,0,0,1,0
2018-12-26,50.110001,50.700001,49.400002,50.439999,13356400,49.137932,1,0,0,0,0
2018-12-27,50.099998,50.389999,49.279999,49.5,14332000,48.222198,0,1,0,0,0
2018-12-28,50.310001,51.200001,50.25,51,11914300,49.683475,0,0,0,1,0
2019-01-02,50.009998,51.369999,49.790001,51.09,17319600,49.771152,1,0,0,0,0
2019-01-03,50.799999,50.939999,48.400002,49,30120000,47.735104,0,1,0,0,0
2019-01-04,49.82,52.450001,49.82,52.189999,43360100,50.842758,0,0,0,1,0
2019-01-07,52.869999,53.650002,51.720001,51.91,20998900,50.569984,0,0,1,0,0
2019-01-08,52.200001,52.799999,51.619999,52.41,19925600,51.057079,0,0,0,0,1
2019-01-09,53.16,54.060001,52.830002,53.689999,27695500,52.304035,1,0,0,0,0
2019-01-10,53.23,53.290001,52.27,53.099998,18113600,51.729267,0,1,0,0,0
2019-01-11,53.259998,53.459999,52.380001,52.380001,12360400,51.027855,0,0,0,1,0
2019-01-14,51.98,52.700001,51.43,52.599998,14626300,51.242172,0,0,1,0,0
2019-01-15,52.849998,53.200001,51.869999,52.349998,14480300,50.998627,0,0,0,0,1
2019-01-16,52.400002,52.82,52.200001,52.650002,15375100,51.290886,1,0,0,0,0
2019-01-17,52.439999,54.709999,52.27,54.23,25525500,52.830097,0,1,0,0,0
2019-01-18,54.950001,55.599998,54.25,54.759998,25815900,53.346413,0,0,0,1,0
2019-01-21,54.849998,55.349998,54.389999,55.279999,10676600,53.852993,0,0,1,0,0
2019-01-22,54.48,55.080002,54.349998,55.080002,17154300,53.658157,0,0,0,0,1
2019-01-23,55.459999,55.900002,55.330002,55.650002,13470400,54.213444,1,0,0,0,0
2019-01-24,55.799999,56.200001,55.5,56.150002,14118200,54.700535,0,1,0,0,0
2019-01-28,45,45,42.360001,42.360001,183534500,41.266514,0,0,1,0,0
2019-01-29,43.27,44.689999,42.599998,42.740002,68335900,41.636703,0,0,0,0,1
2019-01-30,46.25,46.799999,44.98,46.599998,67892500,45.397057,1,0,0,0,0
2019-01-31,46.990002,47.439999,45.5,45.5,39814600,44.325455,0,1,0,0,0
2019-02-01,45.720001,46.330002,45.580002,46.25,21286700,45.056095,0,0,0,1,0
2019-02-04,46,46.099998,44.049999,44.68,35888900,43.526623,0,0,1,0,0
2019-02-05,44.450001,45.209999,43.810001,44.52,21992300,43.370754,0,0,0,0,1
2019-02-06,44,44.400002,42.459999,42.459999,29257400,41.36393,1,0,0,0,0
2019-02-07,42.150002,42.790001,41.209999,41.59,31403200,40.516388,0,1,0,0,0
2019-02-08,40.639999,43.59,40.509998,43.16,48169600,42.04586,0,0,0,1,0
2019-02-11,43.860001,44.049999,41.889999,42.02,30697300,40.935287,0,0,1,0,0
2019-02-12,42.5,44.330002,42.049999,44.299999,36421200,43.156433,0,0,0,0,1
2019-02-13,44.310001,45.990002,44.299999,45.490002,38153200,44.315716,1,0,0,0,0
2019-02-14,45.389999,45.939999,45.049999,45.66,24055400,44.481323,0,1,0,0,0
2019-02-15,45.400002,46.02,45.189999,45.880001,27877700,44.695648,0,0,0,1,0
2019-02-18,45.790001,46.150002,44.900002,45.25,18777400,44.081909,0,0,1,0,0
2019-02-19,45.5,45.939999,45.23,45.490002,20523500,44.315716,0,0,0,0,1
2019-02-20,45.900002,46.080002,44.939999,45.799999,25493000,44.61771,1,0,0,0,0
2019-02-21,45.84,46.09,45.130001,45.380001,21401300,44.208553,0,1,0,0,0
2019-02-22,45.700001,47.060001,45.57,46.990002,17580700,45.776993,0,0,0,1,0
2019-02-25,47.349998,47.75,46.400002,47.119999,16801500,45.903633,0,0,1,0,0
2019-02-26,46.790001,47.290001,46.599998,47.200001,10362900,45.981571,0,0,0,0,1
2019-02-27,47.25,47.25,46.34,46.830002,15004800,45.621124,1,0,0,0,0
2019-02-28,46.580002,47.099998,46.099998,47.099998,17877800,45.884151,0,1,0,0,0
2019-03-01,47.290001,47.5,44.549999,46.740002,29872100,45.533447,0,0,0,1,0
2019-03-07,47.830002,48.959999,47.720001,48.860001,21112500,47.598721,0,1,0,0,0
2019-03-08,48.259998,48.889999,47.650002,48.849998,25446000,47.588978,0,0,0,1,0
2019-03-11,48.900002,49.950001,48.610001,49.880001,20201600,48.592388,0,0,1,0,0
2019-03-12,49.799999,50.330002,49.549999,49.970001,15591300,48.680065,0,0,0,0,1
2019-03-13,49.939999,51,49.700001,50.700001,21999200,49.391224,1,0,0,0,0
2019-03-14,50.799999,50.93,50.200001,50.709999,17257400,49.400963,0,1,0,0,0
2019-03-15,50.799999,51.240002,50.400002,50.549999,26054400,49.245094,0,0,0,1,0
2019-03-18,50.25,50.669998,49.830002,50.459999,23021400,49.157417,0,0,1,0,0
2019-03-19,50.700001,52.389999,50.59,51.900002,32034400,50.560246,0,0,0,0,1
2019-03-20,51.450001,51.68,50.400002,50.560001,25667000,49.254837,1,0,0,0,0
2019-03-21,50.529999,51.470001,50.509998,50.889999,19660000,49.576317,0,1,0,0,0
2019-03-22,50.470001,51.330002,49.700001,50.049999,25714700,48.757999,0,0,0,1,0
2019-03-25,49.599998,50.310001,49.16,49.549999,15897500,48.270908,0,0,1,0,0
2019-03-26,49.810001,50.700001,49.799999,50.279999,13413800,48.982063,0,0,0,0,1
2019-03-27,50.049999,50.740002,49.310001,49.599998,20805100,48.319614,1,0,0,0,0
2019-03-28,50.509998,50.599998,48.619999,49.299999,28490000,48.027359,0,1,0,0,0
2019-03-29,49.950001,51.599998,49.950001,50.93,25118100,49.615284,0,0,0,1,0
2019-04-01,52.349998,53.049999,52.099998,52.599998,25392200,51.242172,0,0,1,0,0
2019-04-02,53.049999,53.299999,51.630001,51.630001,21442400,50.297215,0,0,0,0,1
2019-04-03,52.779999,52.830002,51.610001,51.779999,21477200,50.44334,1,0,0,0,0
2019-04-04,52,52.459999,51.619999,52.240002,10846200,50.891468,0,1,0,0,0
2019-04-05,52.200001,52.360001,51.700001,51.98,8359200,50.63818,0,0,0,1,0
2019-04-08,52.5,53.389999,52.360001,53.389999,14400900,52.01178,0,0,1,0,0
2019-04-09,53.18,53.299999,52.299999,52.349998,14745400,50.998627,0,0,0,0,1
2019-04-10,52.740002,52.740002,51.52,51.759998,15608000,50.423855,1,0,0,0,0
2019-04-11,51.5,51.860001,50.93,51.790001,10274300,50.453083,0,1,0,0,0
2019-04-12,52.09,52.720001,51.310001,51.48,16905900,50.151085,0,0,0,1,0
2019-04-15,51.59,51.720001,50.779999,51.330002,15787300,50.004959,0,0,1,0,0
2019-04-16,51.27,53.16,50.84,53.099998,18935600,51.729267,0,0,0,0,1
2019-04-17,53.16,53.799999,51.700001,52.25,26483700,50.901211000000004,1,0,0,0,0
2019-04-18,52.200001,52.970001,52.009998,52.580002,10706000,51.222691,0,1,0,0,0
2019-04-22,51.950001,52,50.799999,51.299999,16324700,49.975731,0,0,1,0,0
2019-04-23,51.59,51.919998,51.279999,51.919998,9890800,50.579727,0,0,0,0,1
2019-04-24,51.549999,51.740002,50.16,50.360001,19992800,49.059998,1,0,0,0,0
2019-04-25,50.23,50.43,49.380001,50.330002,15916200,49.030773,0,1,0,0,0
2019-04-26,50.48,50.650002,49.52,50.419998,10632700,49.118446,0,0,0,1,0
2019-04-29,50.939999,51.060001,50.119999,50.25,8729200,48.952839,0,0,1,0,0
2019-04-30,50.220001,50.689999,49.759998,50.099998,11371400,48.806709,0,0,0,0,1
2019-05-02,49.279999,49.279999,48.720001,48.939999,15906200,47.676651,0,1,0,0,0
2019-05-03,49.450001,50.630001,49.389999,50.400002,10614000,49.098969,0,0,0,1,0
2019-05-06,49.599998,49.75,49.09,49.66,10437300,48.378067,0,0,1,0,0
2019-05-07,49.349998,49.700001,48.720001,49.700001,15190600,48.417038,0,0,0,0,1
2019-05-08,49.82,50.139999,48.939999,49,18474900,47.735104,1,0,0,0,0
2019-05-09,49,49.009998,48.049999,48.540001,12456600,47.28698,0,1,0,0,0
2019-05-10,48.299999,49.799999,48.060001,49.459999,25272300,48.183231,0,0,0,1,0
2019-05-13,48.529999,48.75,47.43,47.43,18657700,46.205635,0,0,1,0,0
2019-05-14,48.18,48.349998,47.349998,47.59,14183900,46.361504,0,0,0,0,1
2019-05-15,47.150002,48.450001,47.02,47.950001,18447400,46.712212,1,0,0,0,0
2019-05-16,48.549999,48.93,45.82,46.400002,49247900,45.202225,0,1,0,0,0
2019-05-17,46.400002,47.720001,46.299999,47.720001,34079700,46.488148,0,0,0,1,0
2019-05-20,47.619999,47.740002,46.630001,46.75,23819100,45.543186,0,0,1,0,0
2019-05-21,47.099998,47.959999,46.09,47.459999,30644000,46.234859,0,0,0,0,1
2019-05-22,47.779999,48.689999,47.369999,47.540001,20349800,46.312794,1,0,0,0,0
2019-05-23,47.07,47.900002,46.419998,47.82,15786300,46.585567,0,1,0,0,0
2019-05-24,48.639999,49.43,48.330002,48.400002,23347000,47.150597,0,0,0,1,0
2019-05-27,49,50.25,48.900002,50.189999,17230000,48.894386,0,0,1,0,0
2019-05-28,49.950001,50.950001,49.849998,50.110001,26124100,48.816452,0,0,0,0,1
2019-05-29,49.52,49.849998,49.150002,49.700001,17797400,48.417038,1,0,0,0,0
2019-05-30,49.709999,50.130001,49.439999,50.009998,12851900,48.719032,0,1,0,0,0
2019-05-31,49.509998,51,48.709999,49,28805100,47.735104,0,0,0,1,0
2019-06-03,49.349998,49.599998,48.439999,48.830002,22416700,47.569496,0,0,1,0,0
2019-06-04,49.18,49.349998,48.299999,49.110001,19537300,47.842266,0,0,0,0,1
2019-06-05,49.279999,49.43,47.860001,48.389999,14392200,47.14085,1,0,0,0,0
2019-06-06,48.889999,48.939999,48.310001,48.799999,10869100,47.540268,0,1,0,0,0
2019-06-07,49.049999,49.099998,48.360001,48.66,11479300,47.403881,0,0,0,1,0
2019-06-10,48.950001,49.23,48.330002,48.34,11670100,47.092144,0,0,1,0,0
2019-06-11,49.759998,51.48,49.66,51.43,44669000,50.102379,0,0,0,0,1
2019-06-12,51.549999,52.09,50.93,51.490002,24531300,50.160831,1,0,0,0,0
2019-06-13,51.900002,52.25,51.59,51.849998,18058600,50.511532,0,1,0,0,0
2019-06-14,51.700001,51.82,51.150002,51.400002,20288700,50.073154,0,0,0,1,0
2019-06-17,51,51.330002,50.200001,50.200001,20551200,48.904129,0,0,1,0,0
2019-06-18,51,52.419998,51,52,27229300,50.657661,0,0,0,0,1
2019-06-19,53,53.099998,51.830002,52.299999,23746400,50.949917,1,0,0,0,0
2019-06-21,52.75,52.93,52.099998,52.439999,20492800,51.086304,0,0,0,1,0
2019-06-24,52.48,52.48,52.099998,52.400002,9338300,51.04734,0,0,1,0,0
2019-06-25,52.189999,52.470001,51.34,51.380001,12449700,50.053669,0,0,0,0,1
2019-06-26,51.5,52.040001,51.369999,51.580002,13277900,50.248508,1,0,0,0,0
2019-06-27,52.150002,52.150002,51.52,51.700001,14941500,50.365406,0,1,0,0,0
