data,abev3_sa_close,petr3_sa_close,vale3_sa_close
2019-09-17,19.43,30.52,48.900002
2019-09-18,19.26,30.02,48.400002
2019-09-19,19.35,30.24,48.32
2019-09-20,19.389999,30.32,48.419998
2019-09-23,19.41,30.450001,48.099998
2019-09-24,19.35,30.059999,46.93
2019-09-25,19.6,30.1,47.860001
2019-09-26,19.530001,30.35,47.860001
2019-09-27,19.450001,30.42,47.66
2019-09-30,19.25,30.15,47.75
2019-10-01,19.309999,29.98,47.709999
2019-10-02,18.860001,28.9,45.099998
2019-10-03,18.58,29.120001,45.439999
2019-10-04,19.209999,28.85,46.59
2019-10-07,18.870001,28.4,46.040001
2019-10-08,18.6,28.219999,45.32
2019-10-09,18.67,28.93,45.669998
2019-10-10,18.42,29.07,47.240002
2019-10-11,18.58,29.5,48.639999
2019-10-14,18.719999,29.67,47.990002
2019-10-15,18.889999,30.07,47.91
2019-10-16,18.889999,30.49,46.799999
2019-10-17,18.77,30.200001,46.709999
2019-10-18,18.67,29.950001,46.029999
2019-10-21,18.99,30.35,47.209999
2019-10-22,18.77,31.280001,47.299999
2019-10-23,18.68,31.43,47.110001
2019-10-24,19.190001,30.809999,46.75
2019-10-25,17.6,31.709999,48.560001
2019-10-28,17.540001,31.950001,48.700001
2019-10-29,17.58,32.240002,48.650002
2019-10-30,17.559999,32.630001,48.59
2019-10-31,17.379999,32.700001,47.200001
2019-11-01,17.33,32.740002,48.439999
2019-11-04,17.57,32.970001,49.82
2019-11-05,17.709999,32.549999,49.869999
2019-11-06,17.52,32.41,49.689999
2019-11-07,17.559999,33.450001,50.110001
2019-11-08,17.299999,32.91,49.18
2019-11-11,17.540001,33.139999,48.130001
2019-11-12,17.370001,32.52,47.900002
2019-11-13,17.370001,32.400002,47.119999
2019-11-14,17.450001,31.709999,47
2019-11-18,17.559999,31.700001,47.610001
2019-11-19,17.67,31.25,48.169998
2019-11-21,18.07,32.080002,48.419998
2019-11-22,18.190001,32.220001,50.029999
2019-11-25,18.200001,32.02,50.860001
2019-11-26,18.030001,31.389999,51.220001
2019-11-27,17.959999,31.450001,50.580002
2019-11-28,18.01,31.59,50.369999
2019-11-29,18.049999,31.200001,49.98
2019-12-02,17.969999,31.16,51.34
2019-12-03,17.870001,31.07,50.419998
2019-12-04,18.299999,31.450001,50.919998
2019-12-05,18.15,31.860001,50.950001
2019-12-06,18.450001,32.07,51.349998
2019-12-09,18.440001,32.23,51.439999
2019-12-10,18.370001,32.43,51.200001
2019-12-11,18.450001,32.439999,51.830002
2019-12-12,18.700001,32.869999,52.950001
2019-12-13,19.01,31.33,53.759998
2019-12-16,19.08,31.09,53.34
2019-12-17,18.91,31.52,53.419998
2019-12-18,19.09,32.349998,53.470001
2019-12-19,19.17,32.299999,54
2019-12-20,18.91,31.93,54.790001
2019-12-23,18.959999,32.400002,54.580002
2019-12-26,19.219999,32.689999,54.790001
2019-12-27,19.16,32.169998,53.599998
2019-12-30,18.67,32,53.299999
